info,rate,title,title2,hot,img_url
孙睿 / 远方出版社 / 2004-1 / 19.50元,7.1,"
                草样年华

                
                  ",,"(
                    30222人评价
                )",https://img3.doubanio.com/view/subject/m/public/s1068992.jpg
章诒和 / 人民文学出版社 / 2004-1 / 35.00元,8.6,"
                往事并不如烟

                
              ",,"(
                    27024人评价
                )",https://img1.doubanio.com/view/subject/m/public/s1108667.jpg
安妮宝贝 / 作家出版社 / 2002-8 / 18.00元,8.0,"
                蔷薇岛屿

                
              ",,"(
                    27905人评价
                )",https://img3.doubanio.com/view/subject/m/public/s3237601.jpg
寂地 / 北方妇女儿童出版社 / 2004-10 / 20.00元,8.6,"
                我的路

                
              ",,"(
                    26211人评价
                )",https://img3.doubanio.com/view/subject/m/public/s1445665.jpg
（美）鲁思・本尼迪克特 / 吕万和 / 商务印书馆 / 1990-6 / 16.00,8.2,"
                菊与刀

                
                  ",The Chrysanthemum and the Sword,"(
                    30404人评价
                )",https://img3.doubanio.com/view/subject/m/public/s1074166.jpg
张爱玲 / 北京十月文艺出版社 / 2006-12 / 29.80元,8.7,"
                倾城之恋

                
              ",,"(
                    27339人评价
                )",https://img3.doubanio.com/view/subject/m/public/s4638950.jpg
[英]毛姆 / 周煦良 / 上海译文出版社 / 2007-3 / 18.00元,9.0,"
                刀锋

                
              ",The Razor's Edge,"(
                    30471人评价
                )",https://img3.doubanio.com/view/subject/m/public/s2347562.jpg
刘慈欣 / 四川科学技术出版社 / 2005-6 / 22.00元,8.7,"
                球状闪电

                
              ",,"(
                    28573人评价
                )",https://img3.doubanio.com/view/subject/m/public/s26040205.jpg
[美] 斯宾塞·约翰逊 / 吴立俊 / 中信出版社 / 2001-9 / 16.80元,7.1,"
                谁动了我的奶酪？

                
              ",Who Moved My Cheese?,"(
                    31022人评价
                )",https://img3.doubanio.com/view/subject/m/public/s1035374.jpg
[印] 罗宾德拉纳德·泰戈尔 / 徐翰林 / 哈尔滨出版社 / 2004-6 / 16.80元,8.8,"
                飞鸟集

                
              ",,"(
                    26556人评价
                )",https://img3.doubanio.com/view/subject/m/public/s1044902.jpg
沧月 / 北京十月文艺出版社 / 2006-10 / 25.00元,8.4,"
                七夜雪

                
              ",,"(
                    26265人评价
                )",https://img1.doubanio.com/view/subject/m/public/s3007857.jpg
舒仪 / 中国画报出版社 / 2009-3 / 23.80,7.5,"
                曾有一个人，爱我如生命

                
              ",,"(
                    28075人评价
                )",https://img1.doubanio.com/view/subject/m/public/s3635269.jpg
九把刀 / 花山文艺出版社 / 2007-1 / 20.00元,8.2,"
                那些年，我们一起追的女孩

                
              ",,"(
                    26945人评价
                )",https://img3.doubanio.com/view/subject/m/public/s1982025.jpg
[日] 川端康成 / 叶渭渠 / 广西师范大学出版社 / 2002-2 / 23.80元,8.2,"
                伊豆的舞女

                
              ",伊豆の踊子,"(
                    28133人评价
                )",https://img3.doubanio.com/view/subject/m/public/s1056010.jpg
[日] 村上春树 / 林少华 / 上海译文出版社 / 2002-12 / 23.00元,8.6,"
                世界尽头与冷酷仙境

                
              ",世界の終りとハードボイルド・ワンダーランド,"(
                    26795人评价
                )",https://img1.doubanio.com/view/subject/m/public/s1801057.jpg
[英] 奥斯丁 / 王科一 / 上海译文出版社 / 1996-12 / 11.00元,9.0,"
                傲慢与偏见

                
              ",Pride and Prejudice,"(
                    26821人评价
                )",https://img1.doubanio.com/view/subject/m/public/s27017338.jpg
[英] 伊恩·麦克尤恩 / 潘帕 / 南京大学出版社 / 2010-2 / 22.00元,8.0,"
                最初的爱情 最后的仪式

                
              ","First Love, Last Rites","(
                    26944人评价
                )",https://img3.doubanio.com/view/subject/m/public/s3979661.jpg
天下霸唱 / 安徽文艺出版社 / 2006-11 / 26.80元,8.0,"
                鬼吹灯之云南虫谷

                
              ",,"(
                    27494人评价
                )",https://img1.doubanio.com/view/subject/m/public/s6063257.jpg
当年明月 / 中国海关出版社 / 2009-4 / 29.80元,8.9,"
                明朝那些事儿（柒）：大结局

                
                  ",,"(
                    25815人评价
                )",https://img3.doubanio.com/view/subject/m/public/s4536142.jpg
李笑来 / 电子工业出版社 / 2009-6 / 32.00元,8.5,"
                把时间当作朋友

                
                  ",,"(
                    27150人评价
                )",https://img3.doubanio.com/view/subject/m/public/s3778613.jpg
[澳] 朗达·拜恩 / 谢明宪 / 中国城市出版社 / 2008-11 / 32.00,7.3,"
                秘密

                
              ",,"(
                    29202人评价
                )",https://img3.doubanio.com/view/subject/m/public/s3331205.jpg
[美] 丹.布朗 / 朱振武 / 人民文学出版社 / 2005-2 / 29.80元,8.2,"
                天使与魔鬼

                
              ",Angels & Demons,"(
                    26526人评价
                )",https://img3.doubanio.com/view/subject/m/public/s1914485.jpg
古典 / 中国书店 / 2010-9 / 29.80元,7.9,"
                拆掉思维里的墙

                
                  ",,"(
                    27925人评价
                )",https://img1.doubanio.com/view/subject/m/public/s6907698.jpg
当年明月 / 中国海关出版社 / 2008-11 / 28.80,8.8,"
                明朝那些事儿（陆）

                
                  ",,"(
                    25952人评价
                )",https://img3.doubanio.com/view/subject/m/public/s4428711.jpg
李海鹏 / 文化艺术出版社 / 2010-6 / 25.00元,8.2,"
                佛祖在一号线

                
              ",,"(
                    25630人评价
                )",https://img1.doubanio.com/view/subject/m/public/s4397779.jpg
金庸 / 三联书店 / 1999-04 / 0,8.5,"
                倚天屠龙记(共四册)

                
              ",,"(
                    26333人评价
                )",https://img1.doubanio.com/view/subject/m/public/s1829709.jpg
hans / 上海锦绣文章出版社 / 2009-1 / 36.80元,9.0,"
                阿狸·梦之城堡

                
              ",,"(
                    24157人评价
                )",https://img3.doubanio.com/view/subject/m/public/s3721175.jpg
李可 / 陕西师范大学出版社 / 2009-1 / 28.00,7.3,"
                杜拉拉2华年似水

                
                  ",,"(
                    27337人评价
                )",https://img3.doubanio.com/view/subject/m/public/s3476613.jpg
落落 / 长江文艺出版社 / 2007-12 / 22.00,7.6,"
                不朽

                
              ",,"(
                    26645人评价
                )",https://img3.doubanio.com/view/subject/m/public/s2868780.jpg
info,title,title2,rate,hot,images,img_url
[美] 卡勒德·胡赛尼 / 李继宏 / 上海人民出版社 / 2006-5 / 29.00元,"
                追风筝的人

                
              ",The Kite Runner,8.9,"(
                    319907人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1727290.jpg
钱锺书 / 人民文学出版社 / 1991-2 / 19.00,"
                围城

                
              ",,8.9,"(
                    201878人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1070222.jpg
[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2014-5 / 39.50元,"
                解忧杂货店

                
              ",ナミヤ雑貨店の奇蹟,8.6,"(
                    290415人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s27264181.jpg
余华 / 南海出版公司 / 1998-5 / 12.00元,"
                活着

                
              ",,9.1,"(
                    149659人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s23836852.jpg
[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2008-9 / 29.80元,"
                白夜行

                
              ",白夜行,9.1,"(
                    216120人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s4610502.jpg
[日] 村上春树 / 林少华 / 上海译文出版社 / 2001-2 / 18.80元,"
                挪威的森林

                
              ",ノルウェイの森,8.0,"(
                    197048人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1228930.jpg
[日] 东野圭吾 / 刘子倩 / 南海出版公司 / 2008-9 / 28.00,"
                嫌疑人X的献身

                
              ",容疑者Xの献身,8.9,"(
                    168079人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s3254244.jpg
[美] 丹·布朗 / 朱振武 / 上海人民出版社 / 2004-2 / 28.00元,"
                达·芬奇密码

                
              ",The Da Vinci Code,8.2,"(
                    132968人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1513425.jpg
柴静 / 广西师范大学出版社 / 2013-1-1 / 39.80元,"
                看见

                
              ",,8.8,"(
                    133424人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s24468373.jpg
[哥伦比亚] 加西亚·马尔克斯 / 范晔 / 南海出版公司 / 2011-6 / 39.50元,"
                百年孤独

                
              ",Cien años de soledad,9.2,"(
                    135327人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s6384944.jpg
韩寒 / 国际文化出版公司 / 2010-9 / 25.00元,"
                1988：我想和这个世界谈谈

                
              ",,7.9,"(
                    124830人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s4477716.jpg
顾漫 / 朝华出版社 / 2007-4 / 15.00元,"
                何以笙箫默

                
              ",,7.8,"(
                    123010人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2529195.jpg
路遥 / 人民文学出版社 / 2005-1 / 64.00元,"
                平凡的世界（全三部）

                
              ",,9.0,"(
                    109972人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2335693.jpg
[英] 夏洛蒂·勃朗特 / 世界图书出版公司 / 2003-11 / 18.00元,"
                简爱（英文全本）

                
              ",Jane Eyre,8.5,"(
                    113257人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s5924326.jpg
[英] J. K. 罗琳 / 苏农 / 人民文学出版社 / 2000-9 / 19.50元,"
                哈利·波特与魔法石

                
              ",Harry Potter and the Philosopher's Stone,9.0,"(
                    91999人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1990480.jpg
刘慈欣 / 重庆出版社 / 2008-5 / 32.00,"
                三体Ⅱ

                
                  ",,9.3,"(
                    102934人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s3078482.jpg
刘慈欣 / 重庆出版社 / 2010-11 / 38.00元,"
                三体Ⅲ

                
                  ",,9.2,"(
                    102486人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s26012674.jpg
[法] 圣埃克苏佩里 / 马振聘 / 人民文学出版社 / 2003-8 / 22.00元,"
                小王子

                
              ",Le Petit Prince,9.0,"(
                    246776人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1237549.jpg
刘慈欣 / 重庆出版社 / 2008-1 / 23.00,"
                三体

                
                  ",,8.8,"(
                    174126人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s2768378.jpg
[捷克] 米兰·昆德拉 / 许钧 / 上海译文出版社 / 2003-7 / 23.00元,"
                不能承受的生命之轻

                
              ",Nesnesitelná lehkost bytí,8.5,"(
                    141512人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1091698.jpg
[清] 曹雪芹 著 / 人民文学出版社 / 1996-12 / 59.70元,"
                红楼梦

                
              ",,9.6,"(
                    132945人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1070959.jpg
郭敬明 / 春风文艺出版社 / 2003-11 / 20.00元,"
                梦里花落知多少

                
              ",,7.1,"(
                    150819人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1513378.jpg
[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2013-1-1 / CNY 39.50,"
                白夜行

                
              ",,9.2,"(
                    117311人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s24514468.jpg
[美国] 玛格丽特·米切尔 / 李美华 / 译林出版社 / 2000-9 / 40.00元,"
                飘

                
              ",Gone with the Wind,9.3,"(
                    83940人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1078958.jpg
刘瑜 / 上海三联书店 / 2010-1 / 25.00元,"
                送你一颗子弹

                
              ",,8.6,"(
                    94159人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s4243447.jpg
高铭 / 武汉大学出版社 / 2010-2 / 29.80元,"
                天才在左 疯子在右

                
                  ",,8.2,"(
                    99863人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s6340977.jpg
[英] 奥斯丁 / 张玲 / 人民文学出版社 / 1993-7 / 13.00元,"
                傲慢与偏见

                
              ",Pride and Prejudice,8.8,"(
                    90494人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s4250062.jpg
张爱玲 / 花城出版社 / 1997-3-1 / 11.00,"
                倾城之恋

                
              ",,8.5,"(
                    92782人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1077102.jpg
韩寒 / 作家出版社 / 2000-5 / 16.00,"
                三重门

                
              ",,7.4,"(
                    98362人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1024882.jpg
李可 / 陕西师范大学出版社 / 2007-9 / 26.00元,"
                杜拉拉升职记

                
              ",,7.8,"(
                    90348人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s3012803.jpg
当年明月 / 中国友谊出版公司 / 2006-9 / 24.80,"
                明朝那些事儿（壹）

                
                  ",,8.7,"(
                    88140人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1872653.jpg
[英] J. K. 罗琳 / 郑须弥 / 人民文学出版社 / 2000-9 / 26.50元,"
                哈利·波特与阿兹卡班的囚徒

                
              ",Harry Potter and the Prisoner of Azkaban,8.9,"(
                    76717人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1074376.jpg
龙应台 / 生活·读书·新知三联书店 / 2009-10 / 39.00元,"
                目送

                
              ",,8.7,"(
                    88004人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s3984108.jpg
[法] 玛格丽特·杜拉斯 / 王道乾 / 上海译文出版社 / 2005-7 / 20.00元,"
                情人

                
              ",L'Amant,8.1,"(
                    90724人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1444578.jpg
[英] J. K. 罗琳 / 马爱新 / 人民文学出版社 / 2000-9 / 22.00元,"
                哈利·波特与密室

                
              ",Harry Potter And The Chamber Of Secrets,8.9,"(
                    74237人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1557672.jpg
[美] 黄仁宇 / 生活·读书·新知三联书店 / 1997-5 / 18.00元,"
                万历十五年

                
              ",,8.9,"(
                    68174人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1800355.jpg
杨绛 / 生活·读书·新知三联书店 / 2003-7 / 18.80元,"
                我们仨

                
              ",,8.7,"(
                    90036人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1015872.jpg
郭敬明 / 春风文艺出版社 / 2003-1 / 28.00元,"
                幻城

                
              ",,7.0,"(
                    93220人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1100387.jpg
辛夷坞 / 朝华出版社 / 2007-8 / 25.00元,"
                致我们终将逝去的青春

                
              ",,7.8,"(
                    83530人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2652662.jpg
[日] 村上春树 / 施小炜 / 南海出版公司 / 2010-5 / 36.00元,"
                1Q84 BOOK 1

                
                  ",,8.3,"(
                    81821人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s4363464.jpg
姜戎 / 长江文艺出版社 / 2004-4 / 32.00元,"
                狼图腾

                
              ",,8.3,"(
                    81973人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1466042.jpg
顾漫 / 江苏文艺出版社 / 2009-8 / 25.00,"
                微微一笑很倾城

                
              ",,8.0,"(
                    81454人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s10320248.jpg
韩寒 主编 / 书海出版社 / 2010-7-6 / 16.00元,"
                独唱团（第一辑）

                
              ",,7.8,"(
                    80969人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s4436571.jpg
安妮宝贝 / 作家出版社 / 2006-3 / 25.00元,"
                莲花

                
              ",,8.0,"(
                    79031人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1513548.jpg
[英] J. K. 罗琳 / 马爱新 / 人民文学出版社 / 2001-5 / 39.80元,"
                哈利·波特与火焰杯

                
              ",Harry Potter and the Goblet of Fire,9.0,"(
                    74352人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1072746.jpg
沈从文 / 北岳文艺出版社 / 2002-4 / 12.00元,"
                边城

                
              ",,8.6,"(
                    76386人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1595557.jpg
[英] 毛姆 / 傅惟慈 / 上海译文出版社 / 2006-8 / 15.00元,"
                月亮和六便士

                
              ",The Moon and Sixpence,9.0,"(
                    80850人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s2659208.jpg
幾米 / 生活·读书·新知三联书店 / 2002-8 / 16.00元,"
                向左走·向右走

                
              ",,8.4,"(
                    72634人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1557610.jpg
余华 / 作家出版社 / 2012-8-1 / 20.00元,"
                活着

                
              ",,9.3,"(
                    98842人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s29053580.jpg
霍达 / 北京十月文艺出版社 / 1988-12-1 / 32.00,"
                穆斯林的葬礼

                
              ",,8.2,"(
                    76356人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1790771.jpg
张嘉佳 / 湖南文艺出版社 / 2013-11-1 / CNY 39.80,"
                从你的全世界路过

                
                  ",,7.1,"(
                    84977人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s27102925.jpg
郭敬明 / 长江文艺出版社 / 2007-5 / 24.00元,"
                悲伤逆流成河

                
              ",,6.2,"(
                    88137人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2405994.jpg
[日] 东野圭吾 / 娄美莲 / 南海出版公司 / 2009-6 / 18.00,"
                恶意

                
              ",悪意,8.4,"(
                    80136人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s3814606.jpg
金庸 / 有1996年11月北平第4次印刷本 / 生活.读书.新知三联书店 / 1994-5 / 96.0,"
                天龙八部

                
              ",,9.1,"(
                    59544人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s23632058.jpg
[日]东野圭吾 / 赵峻 / 南海出版公司 / 2010-1 / 20.00元,"
                放学后

                
              ",はうかご,7.6,"(
                    83337人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s4066862.jpg
J.K.Rowling / Arthur A. Levine Books / 2007-7-21 / 34.99美元,"
                Harry Potter and the Deathly Hallows

                
              ",,8.9,"(
                    7418人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2352093.jpg
韩寒 / 中国青年出版社 / 2004-8 / 20.00元,"
                长安乱

                
              ",,7.4,"(
                    75489人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1563589.jpg
[英] J. K. 罗琳 / 马爱农 / 人民文学出版社 / 2005-10 / 58.00元,"
                哈利·波特与混血王子

                
              ",Harry Potter and the Half-Blood Prince,8.8,"(
                    65111人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1447381.jpg
[日] 青山七惠 / 竺家荣 / 上海译文出版社 / 2007-9 / 15.00元,"
                一个人的好天气

                
              ",ひとり日和,7.6,"(
                    74274人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2732804.jpg
（挪威）乔斯坦·贾德 / 萧宝森 / 作家出版社 / 1999-04 / 26.80元,"
                苏菲的世界

                
              ",Sofies verden,8.5,"(
                    65900人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2153661.jpg
余华 / 南海出版公司 / 1998-9 / 16.80元,"
                许三观卖血记

                
              ",,8.7,"(
                    69615人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1074291.jpg
郭敬明 / 春风文艺出版社 / 2005-2 / 24.00元,"
                1995-2005夏至未至

                
              ",,7.3,"(
                    69905人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1302594.jpg
三毛 / 皇冠出版社 / 1976 / 160 TWD,"
                撒哈拉的故事

                
              ",,9.0,"(
                    66424人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s3563113.jpg
南派三叔 / 中国友谊出版公司 / 2007-1 / 26.80元,"
                盗墓笔记

                
                  ",,8.3,"(
                    66840人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s4442295.jpg
[哥伦比亚] 加西亚·马尔克斯 / 杨玲 / 南海出版公司 / 2012-9-1 / 39.50元,"
                霍乱时期的爱情

                
              ",El amor en los tiempos del cólera,9.0,"(
                    75088人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s11284102.jpg
[英] J. K. 罗琳 / 马爱农 / 人民文学出版社 / 2003-9 / 59.00元,"
                哈利·波特与凤凰社

                
              ",Harry Potter and the Order of the Phoenix,8.7,"(
                    61531人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1822013.jpg
亦舒 / 新世界出版社 / 2007-2 / 22.00元,"
                喜宝

                
              ",,8.0,"(
                    46410人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s5813979.jpg
[美] 加布瑞埃拉·泽文 / 孙仲旭 / 江苏凤凰文艺出版社 / 2015-5-1 / CNY 35.00,"
                岛上书店

                
              ",The Storied Life of A. J. Fikry,7.6,"(
                    84962人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s29810488.jpg
唐七公子 / 沈阳出版社 / 2009-1 / 26.80,"
                三生三世 十里桃花

                
              ",,7.9,"(
                    70747人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s3551687.jpg
[日] 村上春树 / 林少华 / 上海译文出版社 / 2003-4 / 25.00元,"
                海边的卡夫卡

                
              ",,8.1,"(
                    64618人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1094940.jpg
余秋雨 / 东方出版中心 / 2001-4 / 22.00元,"
                文化苦旅

                
              ",,7.7,"(
                    67785人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2166670.jpg
大仲马 / 周克希 / 上海译文出版社 / 1991-12-1 / 43.90元,"
                基督山伯爵

                
              ",Le Comte de Monte-Cristo,9.0,"(
                    54206人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s3248016.jpg
[日] 黑柳彻子 著 / 赵玉皎 / 南海出版公司 / 2003-1 / 20.00元,"
                窗边的小豆豆

                
              ",,8.7,"(
                    63038人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1067911.jpg
[明] 罗贯中 / 人民文学出版社 / 1998-05 / 39.50元,"
                三国演义（全二册）

                
              ",,9.2,"(
                    57972人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1076932.jpg
王小波 / 花城出版社 / 1999-3 / 19.00元,"
                黄金时代

                
                  ",,8.8,"(
                    63495人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1076372.jpg
今何在 / 光明日报出版社 / 2001-4 / 14.80元,"
                悟空传

                
                  ",,8.4,"(
                    64142人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s9026255.jpg
余华 / 上海文艺出版社 / 2005-8 / 16.00元,"
                兄弟（上）

                
              ",,8.3,"(
                    60676人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1427312.jpg
艾米莉·勃朗特 / 张扬 / 人民文学出版社 / 1999-1 / 27.30元,"
                呼啸山庄

                
              ",Wuthering Heights,8.4,"(
                    60612人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1095383.jpg
金庸 / 生活·读书·新知三联书店 / 1994-5 / 76.80元,"
                笑傲江湖（全四册）

                
              ",,9.0,"(
                    52897人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2157335.jpg
[美] M·斯科特·派克 / 于海生 / 吉林文史出版社 / 2007-1 / 26.00元,"
                少有人走的路

                
                  ",The Road Less Traveled,8.4,"(
                    59395人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2144391.jpg
刘瑜 / 上海三联书店 / 2009-6 / 25.00,"
                民主的细节

                
                  ",,8.6,"(
                    56130人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s4146437.jpg
龙应台 / 人民文学出版社 / 2008-12 / 26.00,"
                亲爱的安德烈

                
              ",,8.7,"(
                    57833人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s3993878.jpg
[美] 卡勒德·胡赛尼 / 李继宏 / 上海人民出版社 / 2007-9 / 28.00元,"
                灿烂千阳

                
              ",A Thousand Splendid Suns,8.8,"(
                    57552人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2651394.jpg
海明威 / 吴劳 / 上海译文出版社 / 1999-10 / 8.20元,"
                老人与海

                
              ",The Old Man and the Sea,8.3,"(
                    58719人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1050021.jpg
张德芬 / 华夏出版社 / 2008-1 / 29.00,"
                遇见未知的自己

                
              ",,8.1,"(
                    56400人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s3403254.jpg
[英] 乔治·奥威尔 / 董乐山 / 上海译文出版社 / 2003-4 / 23.00元,"
                一九八四·动物农场

                
              ",Nineteen Eighty-Four,9.3,"(
                    25493人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1089916.jpg
[巴西]保罗·柯艾略 / 丁文林 / 南海出版公司 / 2009-3-1 / 25.00元,"
                牧羊少年奇幻之旅

                
              ",O Alquimista,8.6,"(
                    60659人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s3668327.jpg
[英] 阿·柯南道尔 / 丁钟华 等 / 群众出版社 / 1981-8 / 53.00元/68.00元,"
                福尔摩斯探案全集（上中下）

                
              ",,9.2,"(
                    50414人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1229240.jpg
郭敬明 / 长江文艺出版社 / 2008-10 / 29.80元,"
                小时代1.0折纸时代

                
              ",,6.5,"(
                    62459人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s3251696.jpg
[美] 弗拉基米尔·纳博科夫 / 主万 / 上海译文出版社 / 2005-12 / 27.00元,"
                洛丽塔

                
              ",Lolita,7.7,"(
                    56960人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1483347.jpg
[哥伦比亚] 加西亚·马尔克斯 / 黄锦炎 / 上海译文出版社 / 1989-10 / 12.70元,"
                百年孤独

                
              ",Cien años de soledad,8.9,"(
                    48847人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s2785398.jpg
[日] 村上春树 / 施小炜 / 南海出版公司 / 2010-6 / 36.00元,"
                1Q84 BOOK 2

                
                  ",,8.4,"(
                    53020人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s4393610.jpg
安妮宝贝 / 作家出版社 / 2007-9 / 27.00元,"
                素年锦时

                
              ",,7.8,"(
                    52735人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2686185.jpg
[日] 岩井俊二 / 穆晓芳 / 天津人民出版社 / 2004-7 / 18.00元,"
                情书

                
              ",ラヴレター,8.6,"(
                    50539人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1127135.jpg
蔡智恒 / 知识出版社 / 1999-11-1 / 12.80,"
                第一次的亲密接触

                
              ",,7.4,"(
                    53616人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1327750.jpg
金庸 / 有1996年11月北平第4次印本 / 生活·读书·新知三联书店 / 1994-5 / 76.80元,"
                神雕侠侣

                
              ",神鵰俠侶,8.8,"(
                    47984人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s26018916.jpg
韩寒 / 二十一世纪出版社 / 2006-1 / 19.90元,"
                一座城池

                
              ",,7.4,"(
                    53482人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1627352.jpg
小仲马 / 王振孙 / 外国文学出版社 / 1997-3 / 9.00元,"
                茶花女

                
              ",La Dame aux camélias,8.2,"(
                    52761人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s1008927.jpg
[美国] J. D. 塞林格 / 施咸荣 / 译林出版社 / 1997-2 / 7.80元,"
                麦田里的守望者

                
              ",The Catcher in the Rye,7.9,"(
                    53905人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s2738366.jpg
韩寒 / 万卷出版公司 / 2009-1 / 25.00元,"
                他的国

                
              ",,7.5,"(
                    51664人评价
                )",,https://img1.doubanio.com/view/subject/m/public/s3557848.jpg
安妮宝贝 / 南海出版公司 / 2001-9 / 20.00元,"
                彼岸花

                
              ",,7.8,"(
                    49117人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s1077536.jpg
笛安 / 长江文艺出版社 / 2009-3 / 22.80元,"
                西决

                
              ",,7.9,"(
                    49139人评价
                )",,https://img3.doubanio.com/view/subject/m/public/s3658646.jpg
